1240,1,Faber,Venus,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,1240 Faber,1,0000-00-00 00:00:00,8891
2317,2,Silas,Arron,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,0,2317 Silas,1,0000-00-00 00:00:00,8741
1430,2,Rozzell,Margo,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,1430 Rozzell,1,0000-00-00 00:00:00,25542
1430,1,Hornung,Dennise,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1430 Hornung,1,0000-00-00 00:00:00,8895
5832,1,Anderson,Rutha,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5832 Anderson,1,0000-00-00 00:00:00,8896
2599,4,Trousdale,Sage,0,0,0,0,0,0,0,0,TERM,0,0,0,0,999,0,2599 Trousdale,1,0000-00-00 00:00:00,17365
2599,2,Larkin,Marylou,0,0,0,0,0,0,0,0,TERM,0,0,0,0,999,0,2599 Larkin,1,0000-00-00 00:00:00,17363
5721,3,Epling,Keturah,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,5721 Epling,1,0000-00-00 00:00:00,16521
5721,2,Mckillip,Iona,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,5721 Mckillip,1,0000-00-00 00:00:00,16520
5224,2,Janecek,Britt,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5224 Janecek,1,0000-00-00 00:00:00,31749
3035,3,Bilbo,Nikole,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3035 Bilbo,1,0000-00-00 00:00:00,23819
4048,1,Lamp,Latoya,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,4048 Lamp,1,0000-00-00 00:00:00,8909
2172,2,Mumper,Ray,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,2172 Mumper,1,0000-00-00 00:00:00,20454
3546,1,Janecek,Svetlana,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,3546 Janecek,1,0000-00-00 00:00:00,8958
9187,1,Noblitt,Eddie,999.99,0,0,20,20,1,1,1,PC,1,0,0,1201.06,999,0,9187 Noblitt,1,0000-00-00 00:00:00,4774
3268,1,Newby,Nikole,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3268 Newby,1,0000-00-00 00:00:00,8960
3268,2,Narcisse,Samual,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,3268 Narcisse,1,0000-00-00 00:00:00,6580
2961,2,Bakley,Summer,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,2961 Bakley,1,0000-00-00 00:00:00,31372
2961,1,Nails,Stefanie,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,2961 Nails,1,0000-00-00 00:00:00,8961
2943,2,Harsh,Bambi,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,0,2943 Harsh,1,0000-00-00 00:00:00,5714
1811,3,Escalante,Chong,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,1811 Escalante,1,0000-00-00 00:00:00,11316
7576,2,Saldivar,Patrick,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,7576 Saldivar,1,0000-00-00 00:00:00,20457
7576,1,Dupuis,Troy,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,7576 Dupuis,1,0000-00-00 00:00:00,8964
3051,1,Hertzler,Arron,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3051 Hertzler,1,0000-00-00 00:00:00,8966
2222,1,Metro,Branden,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,2222 Metro,1,0000-00-00 00:00:00,8967
8649,2,Darner,Hermila,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,8649 Darner,1,0000-00-00 00:00:00,11006
3652,2,Vroman,Judy,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3652 Vroman,1,0000-00-00 00:00:00,24344
7804,2,Flesher,Cathey,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,7804 Flesher,1,0000-00-00 00:00:00,8768
2788,2,Vaughns,Kerstin,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,2788 Vaughns,1,0000-00-00 00:00:00,20905
7081,1,Stump,Yasuko,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,7081 Stump,1,0000-00-00 00:00:00,8975
4605,2,Raske,Trinh,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,4605 Raske,1,0000-00-00 00:00:00,29631
9195,4,Riffel,Zoila,0,0,0,0,0,1,0,0,INACT,0,0,0,0,0,0,9195 Riffel,1,0000-00-00 00:00:00,11017
9195,1,Hord,Dorine,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,9195 Hord,1,0000-00-00 00:00:00,8977
3985,1,Fuell,Temeka,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3985 Fuell,1,0000-00-00 00:00:00,8979
1768,2,Perro,Criselda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1768 Perro,1,0000-00-00 00:00:00,16912
9887,2,Jepsen,Delena,0,0,0,0,0,1,0,0,INACT,0,0,0,0,0,0,9887 Jepsen,1,0000-00-00 00:00:00,11022
5726,1,Osman,Shavon,999.99,0,0,0,0,0,1,1,TERM,0,0,0,0,999,0,5726 Osman,1,0000-00-00 00:00:00,8986
1123,1,Steele,Salena,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1123 Steele,1,0000-00-00 00:00:00,8987
3156,3,Lamp,Gene,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,3156 Lamp,1,0000-00-00 00:00:00,14935
6098,2,Toscano,Tomiko,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,0,6098 Toscano,1,0000-00-00 00:00:00,14936
9194,2,Capshaw,Joslyn,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,9194 Capshaw,1,0000-00-00 00:00:00,16730
9194,1,Maines,Eulah,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,9194 Maines,1,0000-00-00 00:00:00,8991
3676,3,Sledge,Jule,0,0,0,0,0,1,0,0,TERM,0,0,0,0,999,0,3676 Sledge,1,0000-00-00 00:00:00,22840
3550,2,Sedillo,Johnny,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,3550 Sedillo,1,0000-00-00 00:00:00,12338
1418,3,Lane,Sarita,0,0,12,20,20,1,0,0,PC,3,1,0,0,999,0,1418 Lane,1,0000-00-00 00:00:00,29211
1418,2,Remsen,Ray,0,0,12,20,20,1,0,0,PC,3,1,0,0,999,0,1418 Remsen,1,0000-00-00 00:00:00,29210
3677,1,Dietrick,Lina,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3677 Dietrick,1,0000-00-00 00:00:00,6587
5069,3,Ensey,Loreta,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,5069 Ensey,1,0000-00-00 00:00:00,11031
5069,1,Toribio,Nelle,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5069 Toribio,1,0000-00-00 00:00:00,6588
1483,1,Delee,Judy,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1483 Delee,1,0000-00-00 00:00:00,6590
6683,1,Vizcarra,Teodoro,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,6683 Vizcarra,1,0000-00-00 00:00:00,6591
3766,1,Monsivais,Eldora,999.99,0,0,0,0,1,1,1,TERM,0,0,0,0,999,0,3766 Monsivais,1,0000-00-00 00:00:00,6593
3467,1,Drinkwater,Nellie,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3467 Drinkwater,1,0000-00-00 00:00:00,6594
7751,1,Tippit,Selma,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,7751 Tippit,1,0000-00-00 00:00:00,6595
4772,1,Haverly,Lorriane,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,4772 Haverly,1,0000-00-00 00:00:00,6597
496,2,Heller,Maurita,0,0,0,0,0,0,0,0,TERM,0,0,0,0,999,0,496 Heller,1,0000-00-00 00:00:00,26226
2950,2,Band,Shelley,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,0,2950 Band,1,0000-00-00 00:00:00,11045
3965,1,Leto,Lisbeth,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3965 Leto,1,0000-00-00 00:00:00,6603
4717,1,Rozzi,Bambi,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,4717 Rozzi,1,0000-00-00 00:00:00,6604
3853,3,Heise,Shavon,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,3853 Heise,1,0000-00-00 00:00:00,8827
2761,2,Bellantoni,Malia,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,2761 Bellantoni,1,0000-00-00 00:00:00,21312
5839,1,Daquila,Linnea,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5839 Daquila,1,0000-00-00 00:00:00,6608
7008,1,Vanderhorst,Neil,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,7008 Vanderhorst,1,0000-00-00 00:00:00,6609
1449,2,Spohn,Delinda,999.99,9.99,12,20,20,1,1,1,PC,3,1,0,0,999,0,1449 Spohn,1,0000-00-00 00:00:00,27925
5130,1,Pillai,Elfrieda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5130 Pillai,1,0000-00-00 00:00:00,6611
1949,1,Kort,Delinda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,1949 Kort,1,0000-00-00 00:00:00,6614
4326,1,Spore,Delinda,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,4326 Spore,1,0000-00-00 00:00:00,6615
6783,1,Titsworth,Malia,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,6783 Titsworth,1,0000-00-00 00:00:00,6617
5498,2,Kouba,Tegan,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5498 Kouba,1,0000-00-00 00:00:00,27587
5744,1,Howze,Svetlana,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5744 Howze,1,0000-00-00 00:00:00,6623
462,3,Mcpeek,Germaine,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,462 Mcpeek,1,0000-00-00 00:00:00,29802
462,2,Aguinaga,Virgina,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,462 Aguinaga,1,0000-00-00 00:00:00,29801
815,1,Drinkwater,Elinore,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,815 Drinkwater,1,0000-00-00 00:00:00,6625
4383,1,Heise,Luther,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,4383 Heise,1,0000-00-00 00:00:00,11051
6214,1,Esterly,Dominick,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,6214 Esterly,1,0000-00-00 00:00:00,11054
8148,2,Tidmore,Dortha,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,8148 Tidmore,1,0000-00-00 00:00:00,20906
3327,1,Pitre,Shonda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3327 Pitre,1,0000-00-00 00:00:00,11056
5901,1,Coache,Glinda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5901 Coache,1,0000-00-00 00:00:00,11058
831,1,Schempp,Amada,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,831 Schempp,1,0000-00-00 00:00:00,11059
7570,2,Barefield,Hortensia,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,7570 Barefield,1,0000-00-00 00:00:00,25540
674,2,Sester,Augusta,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,674 Sester,1,0000-00-00 00:00:00,25167
1326,2,Steele,Bong,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,1326 Steele,1,0000-00-00 00:00:00,20901
521,2,Testerman,Isabelle,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,521 Testerman,1,0000-00-00 00:00:00,11125
4638,2,Liebsch,Kip,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,4638 Liebsch,1,0000-00-00 00:00:00,10940
4638,3,Shoe,Letisha,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,4638 Shoe,1,0000-00-00 00:00:00,4825
5237,2,Eoff,Joette,999.99,0,0,0,0,1,0,1,INACT,0,0,0,0,999,0,5237 Eoff,1,0000-00-00 00:00:00,8478
1078,1,Milian,Jestine,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1078 Milian,1,0000-00-00 00:00:00,11074
5501,1,Ayotte,Retha,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5501 Ayotte,1,0000-00-00 00:00:00,11075
6208,2,Funderburke,Margo,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,6208 Funderburke,1,0000-00-00 00:00:00,428
536,1,Graybeal,Odell,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,536 Graybeal,1,0000-00-00 00:00:00,11078
5393,1,Probst,Boyd,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,5393 Probst,1,0000-00-00 00:00:00,11079
18,1,Fortin,Wanetta,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,18 Fortin,1,0000-00-00 00:00:00,11080
5855,2,Dantin,Lazaro,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,5855 Dantin,1,0000-00-00 00:00:00,10570
7715,2,Janecek,Julene,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,7715 Janecek,1,0000-00-00 00:00:00,10572
1863,1,Hix,Cruz,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1863 Hix,1,0000-00-00 00:00:00,11083
4013,1,Vasko,Mae,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,4013 Vasko,1,0000-00-00 00:00:00,11084
250,2,Frith,Slyvia,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,250 Frith,1,0000-00-00 00:00:00,23635
5190,2,Spitz,Marcus,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,5190 Spitz,1,0000-00-00 00:00:00,18941
3695,1,Sachs,Jacklyn,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3695 Sachs,1,0000-00-00 00:00:00,10531
3695,3,Mcglothlen,Harrison,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3695 Mcglothlen,1,0000-00-00 00:00:00,28344
6150,1,Mcglothlen,Eddie,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,6150 Mcglothlen,1,0000-00-00 00:00:00,10534
1266,2,Durand,Delinda,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1266 Durand,1,0000-00-00 00:00:00,29818
1266,4,Villafane,Rozella,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1266 Villafane,1,0000-00-00 00:00:00,29820
6824,1,Tyra,Sherice,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,6824 Tyra,1,0000-00-00 00:00:00,10541
7346,1,Stacy,Rivka,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,7346 Stacy,1,0000-00-00 00:00:00,10542
1464,1,Pattison,Haydee,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,1464 Pattison,1,0000-00-00 00:00:00,10544
5707,1,Vizcarra,Yael,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5707 Vizcarra,1,0000-00-00 00:00:00,10545
7023,1,Calo,Mei,999.99,1.17,0,20,20,1,1,1,PC,1,0,0,0,999,0,7023 Calo,1,0000-00-00 00:00:00,10546
6827,1,Epling,Buddy,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,6827 Epling,1,0000-00-00 00:00:00,10547
8101,3,Castille,Lonna,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,8101 Castille,1,0000-00-00 00:00:00,10641
8101,4,Voges,Theo,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,8101 Voges,1,0000-00-00 00:00:00,10642
5457,1,Capshaw,Haydee,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5457 Capshaw,1,0000-00-00 00:00:00,10549
3916,2,Owen,Josefine,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,3916 Owen,1,0000-00-00 00:00:00,21194
3916,1,Wilmes,Marline,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3916 Wilmes,1,0000-00-00 00:00:00,10550
3933,3,Headrick,Mariette,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,3933 Headrick,1,0000-00-00 00:00:00,21279
3933,2,Vasques,So,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,3933 Vasques,1,0000-00-00 00:00:00,21278
1127,1,Pemberton,Shaneka,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1127 Pemberton,1,0000-00-00 00:00:00,10552
5316,3,Hertzler,Alfonso,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,5316 Hertzler,1,0000-00-00 00:00:00,20642
3115,3,Lujan,Joelle,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,3115 Lujan,1,0000-00-00 00:00:00,19768
3115,2,Ensey,Alina,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,3115 Ensey,1,0000-00-00 00:00:00,19767
3750,2,Getz,Eulah,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,3750 Getz,1,0000-00-00 00:00:00,10660
85,1,Silas,Luther,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,85 Silas,1,0000-00-00 00:00:00,10557
7128,2,Simons,Madie,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,7128 Simons,1,0000-00-00 00:00:00,10665
3999,2,Manganaro,Wanita,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3999 Manganaro,1,0000-00-00 00:00:00,30135
824,2,Spore,Ericka,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,824 Spore,1,0000-00-00 00:00:00,23740
1296,1,Castilleja,Marc,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,1296 Castilleja,1,0000-00-00 00:00:00,10563
2090,1,Propes,Noelle,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,2090 Propes,1,0000-00-00 00:00:00,10564
6975,1,Wendland,Rocco,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,6975 Wendland,1,0000-00-00 00:00:00,10565
3876,2,Penland,Theda,999.99,0,0,0,0,1,0,1,INACT,0,0,0,0,999,0,3876 Penland,1,0000-00-00 00:00:00,10675
8438,1,Hankerson,Anja,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,8438 Hankerson,1,0000-00-00 00:00:00,10569
901,2,Giraldo,Rosalva,0,0,0,20,20,1,0,0,PC,1,0,0,0,0,1,901 Giraldo,1,0000-00-00 00:00:00,10307
1179,1,Eisenhower,Barbera,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,1179 Eisenhower,1,0000-00-00 00:00:00,10603
9001,1,Trafton,Ricky,999.99,0,0,20,20,1,1,1,PC,1,0,0,378.35,999,1,9001 Trafton,1,0000-00-00 00:00:00,2267
578,2,Raver,Nelle,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,1,578 Raver,1,0000-00-00 00:00:00,10679
4493,4,Saldivar,Elinore,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,1,4493 Saldivar,1,0000-00-00 00:00:00,10682
4493,2,Minnix,Marchelle,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,1,4493 Minnix,1,0000-00-00 00:00:00,10680
8159,3,Villagran,Latisha,999.99,0,0,0,0,0,1,1,REG,0,0,0,0,999,0,8159 Villagran,1,0000-00-00 00:00:00,31059
9286,2,Jun,Judy,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,9286 Jun,1,0000-00-00 00:00:00,21981
2697,1,Feliciano,Ray,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,2697 Feliciano,1,0000-00-00 00:00:00,10611
78,4,Pemberton,Sarai,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,78 Pemberton,1,0000-00-00 00:00:00,31711
78,2,Boyett,Dagmar,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,78 Boyett,1,0000-00-00 00:00:00,31709
7508,2,Schmucker,Tim,999.99,0,0,0,0,1,0,1,INACT,0,0,0,0,999,0,7508 Schmucker,1,0000-00-00 00:00:00,214
5812,1,Kirst,Eldridge,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5812 Kirst,1,0000-00-00 00:00:00,10615
3827,1,Biery,Page,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3827 Biery,1,0000-00-00 00:00:00,10616
2941,2,Daquila,Myrtis,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,0,2941 Daquila,1,0000-00-00 00:00:00,21186
7826,2,Heintzelman,Marketta,999.99,0,0,20,20,1,0,1,PC,1,0,0,0,999,0,7826 Heintzelman,1,0000-00-00 00:00:00,10808
2869,3,Lanier,Monte,0,0,0,20,20,1,0,0,PC,1,0,0,0,999,1,2869 Lanier,1,0000-00-00 00:00:00,21681
3765,1,Chaves,Mechelle,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,3765 Chaves,1,0000-00-00 00:00:00,10621
7977,2,Newby,Khalilah,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,7977 Newby,1,0000-00-00 00:00:00,31589
2808,2,Mcglothlen,Nikole,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,2808 Mcglothlen,1,0000-00-00 00:00:00,18873
633,1,Sitzman,Cleta,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,633 Sitzman,1,0000-00-00 00:00:00,10630
1788,1,Lueck,Selma,999.99,0,0,0,0,0,1,1,TERM,0,0,0,0,999,0,1788 Lueck,1,0000-00-00 00:00:00,10631
8337,2,Vroman,Maynard,999.99,0,0,0,0,1,1,1,PC,1,0,0,0,999,0,8337 Vroman,1,0000-00-00 00:00:00,10734
8337,1,Woodfin,Ines,999.99,0,0,0,0,1,1,1,PC,1,0,0,0,999,0,8337 Woodfin,1,0000-00-00 00:00:00,10632
5640,1,Silas,Angelita,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,1,5640 Silas,1,0000-00-00 00:00:00,10633
8914,2,Roten,Ingeborg,0,0,0,0,0,1,0,0,INACT,0,0,0,0,999,0,8914 Roten,1,0000-00-00 00:00:00,20462
2948,1,Salvo,Monte,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,2948 Salvo,1,0000-00-00 00:00:00,10635
3561,1,Labree,Jacquelin,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,3561 Labree,1,0000-00-00 00:00:00,10637
3409,3,Esterly,Elliott,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,3409 Esterly,1,0000-00-00 00:00:00,17869
3409,1,Callejas,Julius,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,3409 Callejas,1,0000-00-00 00:00:00,10693
1109,2,Mcneel,Jacquelin,0,0,0,0,0,1,0,0,INACT,0,0,0,0,999,0,1109 Mcneel,1,0000-00-00 00:00:00,18953
942,1,Chain,Teodoro,999.99,0,0,20,20,1,1,1,PC,1,0,0,0,999,0,942 Chain,1,0000-00-00 00:00:00,10698
1837,2,Brawley,Jodie,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,1837 Brawley,1,0000-00-00 00:00:00,4897
396,3,Tramble,Josefine,999.99,0,0,0,0,1,1,1,INACT,0,0,0,0,999,0,396 Tramble,1,0000-00-00 00:00:00,12722
